application_id,application_date,job_id,job_title,location,salary_min,salary_max,avg_salary,company_name,industry,seeker_id,experience_years,current_location,status
508,2026-04-02,32,BI Analyst,Hyderabad,743686,1373954,1058820,Deloitte,Consulting,114,8,Delhi,Shortlisted
509,2026-04-02,9,SQL Developer,Hyderabad,481959,1136092,809025,Capgemini,Consulting,10,3,Hyderabad,Shortlisted
510,2026-04-02,273,Data Analyst,Hyderabad,775486,1503562,1139524,Wipro,Ecommerce,174,1,Pune,Interview
511,2026-04-02,275,Data Scientist,Mumbai,700667,1395937,1048302,Wipro,Ecommerce,178,5,Bangalore,Applied
512,2026-04-02,15,SQL Developer,Hyderabad,587670,938760,763215,Google,IT,100,2,Bangalore,Applied
513,2026-04-02,39,Data Analyst,Bangalore,695002,1023807,859404,Infosys,Consulting,33,7,Pune,Interview
514,2026-04-02,249,BI Analyst,Pune,494397,1388327,941362,Accenture,Analytics,12,6,Pune,Shortlisted
515,2026-04-02,246,Data Scientist,Delhi,748373,917218,832795,Google,Analytics,42,3,Delhi,Applied
516,2026-04-02,216,Data Scientist,Delhi,482174,963084,722629,Infosys,Finance,186,6,Pune,Interview
517,2026-04-02,91,SQL Developer,Mumbai,523968,1046928,785448,Amazon,IT,95,7,Mumbai,Shortlisted
518,2026-04-02,158,Data Analyst,Bangalore,458883,1399236,929059,Cognizant,Ecommerce,99,7,Mumbai,Rejected
519,2026-04-02,217,BI Analyst,Pune,406022,1493261,949641,Cognizant,Finance,180,1,Hyderabad,Interview
520,2026-04-02,78,Data Analyst,Delhi,591887,1145695,868791,Capgemini,Consulting,105,7,Pune,Shortlisted
521,2026-04-02,297,BI Analyst,Delhi,499640,1493951,996795,Deloitte,Ecommerce,165,2,Pune,Hired
522,2026-04-02,72,SQL Developer,Hyderabad,780319,1046452,913385,Microsoft,Analytics,176,4,Hyderabad,Rejected
523,2026-04-02,147,Business Analyst,Mumbai,442631,1233717,838174,Amazon,Finance,92,4,Pune,Hired
524,2026-04-02,297,BI Analyst,Delhi,499640,1493951,996795,Deloitte,Ecommerce,24,0,Bangalore,Shortlisted
525,2026-04-02,27,Business Analyst,Delhi,638153,1255354,946753,Deloitte,Consulting,12,6,Pune,Hired
526,2026-04-02,4,BI Analyst,Hyderabad,693010,1187770,940390,Capgemini,Consulting,159,3,Pune,Applied
527,2026-04-02,290,SQL Developer,Pune,458919,1023869,741394,Deloitte,Consulting,27,3,Hyderabad,Applied
528,2026-04-02,148,BI Analyst,Pune,457789,1404810,931299,Amazon,Consulting,20,2,Mumbai,Hired
529,2026-04-02,123,Data Scientist,Delhi,705891,993851,849871,Cognizant,Consulting,85,0,Hyderabad,Interview
530,2026-04-02,33,Data Scientist,Hyderabad,504854,1077324,791089,Cognizant,IT,190,4,Pune,Hired
531,2026-04-02,74,Business Analyst,Pune,451252,900816,676034,Microsoft,Consulting,190,4,Pune,Shortlisted
532,2026-04-02,70,Data Scientist,Mumbai,756268,1068438,912353,Accenture,Finance,48,8,Bangalore,Shortlisted
533,2026-04-02,203,Data Scientist,Mumbai,797699,1151911,974805,Accenture,Analytics,77,7,Bangalore,Interview
534,2026-04-02,112,Business Analyst,Mumbai,414953,927778,671365,Wipro,Ecommerce,58,6,Mumbai,Rejected
535,2026-04-02,223,Data Analyst,Mumbai,791833,1304599,1048216,Amazon,Consulting,145,4,Bangalore,Interview
536,2026-04-02,271,Data Analyst,Pune,650122,1256647,953384,Accenture,Finance,91,7,Delhi,Rejected
537,2026-04-02,229,SQL Developer,Delhi,757945,1275867,1016906,Google,Analytics,89,1,Pune,Applied
538,2026-04-02,97,SQL Developer,Pune,680632,1366685,1023658,Deloitte,Consulting,149,0,Mumbai,Hired
539,2026-04-02,75,Business Analyst,Pune,672388,1053861,863124,Microsoft,Analytics,158,8,Hyderabad,Hired
540,2026-04-02,284,SQL Developer,Hyderabad,748371,1162406,955388,Amazon,Finance,95,7,Mumbai,Interview
541,2026-04-02,62,Data Scientist,Mumbai,689235,1271436,980335,Cognizant,Analytics,55,0,Pune,Hired
542,2026-04-02,94,SQL Developer,Pune,561377,1025145,793261,Microsoft,Consulting,163,0,Delhi,Interview
543,2026-04-02,191,Business Analyst,Mumbai,717234,1235618,976426,Capgemini,Consulting,85,0,Hyderabad,Hired
544,2026-04-02,235,BI Analyst,Delhi,403152,1221507,812329,Capgemini,Consulting,159,3,Pune,Applied
545,2026-04-02,220,SQL Developer,Delhi,450631,918063,684347,Wipro,Analytics,28,1,Pune,Rejected
546,2026-04-02,72,SQL Developer,Hyderabad,780319,1046452,913385,Microsoft,Analytics,45,7,Pune,Hired
547,2026-04-02,243,Data Analyst,Bangalore,412064,1124415,768239,Capgemini,Consulting,161,5,Pune,Rejected
548,2026-04-02,174,SQL Developer,Pune,749341,1034603,891972,Cognizant,Analytics,34,0,Pune,Applied
549,2026-04-02,20,SQL Developer,Delhi,408006,1326407,867206,Microsoft,Analytics,167,8,Pune,Interview
550,2026-04-02,123,Data Scientist,Delhi,705891,993851,849871,Cognizant,Consulting,33,7,Pune,Shortlisted
551,2026-04-02,197,Data Scientist,Delhi,433502,1007738,720620,Cognizant,Finance,179,5,Delhi,Rejected
552,2026-04-02,217,BI Analyst,Pune,406022,1493261,949641,Cognizant,Finance,59,0,Bangalore,Shortlisted
553,2026-04-02,203,Data Scientist,Mumbai,797699,1151911,974805,Accenture,Analytics,183,3,Pune,Shortlisted
554,2026-04-02,141,BI Analyst,Bangalore,411567,1438489,925028,Capgemini,Consulting,21,6,Hyderabad,Applied
555,2026-04-02,278,Data Analyst,Bangalore,471157,985233,728195,Amazon,Consulting,58,6,Mumbai,Applied
556,2026-04-02,70,Data Scientist,Mumbai,756268,1068438,912353,Accenture,Finance,11,6,Hyderabad,Applied
557,2026-04-02,92,SQL Developer,Hyderabad,770984,1196954,983969,Wipro,Ecommerce,44,7,Bangalore,Interview
558,2026-04-02,205,Business Analyst,Mumbai,763104,1033518,898311,Cognizant,IT,1,3,Hyderabad,Hired
559,2026-04-02,135,Business Analyst,Delhi,730233,941038,835635,Accenture,Consulting,61,6,Delhi,Shortlisted
560,2026-04-02,87,Business Analyst,Mumbai,514173,1143827,829000,Infosys,Finance,101,3,Hyderabad,Hired
561,2026-04-02,195,Data Scientist,Delhi,599008,1326912,962960,Infosys,Analytics,106,3,Bangalore,Shortlisted
562,2026-04-02,188,BI Analyst,Delhi,489137,1091608,790372,Capgemini,Consulting,152,5,Mumbai,Interview
563,2026-04-02,150,Data Scientist,Bangalore,676482,1335335,1005908,Wipro,Ecommerce,117,1,Bangalore,Interview
564,2026-04-02,79,Data Analyst,Mumbai,494190,1160005,827097,Microsoft,Analytics,70,3,Bangalore,Rejected
565,2026-04-02,279,BI Analyst,Delhi,403222,907212,655217,Amazon,Consulting,129,8,Delhi,Rejected
566,2026-04-02,175,Data Analyst,Bangalore,664565,1247688,956126,Cognizant,Analytics,189,5,Pune,Rejected
567,2026-04-02,228,BI Analyst,Delhi,519142,1022361,770751,Microsoft,Consulting,43,2,Hyderabad,Interview
568,2026-04-02,181,Data Scientist,Pune,651667,1284279,967973,Accenture,Consulting,143,3,Mumbai,Rejected
569,2026-04-02,106,BI Analyst,Delhi,419414,1386873,903143,Cognizant,Analytics,22,3,Delhi,Applied
570,2026-04-02,266,Business Analyst,Bangalore,675121,911548,793334,Deloitte,Consulting,78,4,Pune,Interview
571,2026-04-02,74,Business Analyst,Pune,451252,900816,676034,Microsoft,Consulting,93,4,Mumbai,Interview
572,2026-04-02,127,SQL Developer,Pune,502027,1185875,843951,Google,Analytics,26,6,Delhi,Interview
573,2026-04-02,242,Business Analyst,Mumbai,449722,1007381,728551,Deloitte,Consulting,74,0,Mumbai,Shortlisted
574,2026-04-02,128,SQL Developer,Mumbai,681975,1275684,978829,Capgemini,Consulting,27,3,Hyderabad,Hired
575,2026-04-02,270,Business Analyst,Mumbai,404239,995540,699889,Cognizant,IT,80,7,Pune,Hired
576,2026-04-02,188,BI Analyst,Delhi,489137,1091608,790372,Capgemini,Consulting,80,7,Pune,Applied
577,2026-04-02,16,BI Analyst,Bangalore,458501,1378538,918519,Microsoft,Consulting,22,3,Delhi,Rejected
578,2026-04-02,223,Data Analyst,Mumbai,791833,1304599,1048216,Amazon,Consulting,91,7,Delhi,Interview
579,2026-04-02,206,BI Analyst,Pune,671584,1102441,887012,Amazon,Consulting,57,0,Mumbai,Rejected
580,2026-04-02,275,Data Scientist,Mumbai,700667,1395937,1048302,Wipro,Ecommerce,8,1,Mumbai,Rejected
581,2026-04-02,259,Data Scientist,Mumbai,627474,1488672,1058073,Infosys,Analytics,75,7,Hyderabad,Shortlisted
582,2026-04-02,228,BI Analyst,Delhi,519142,1022361,770751,Microsoft,Consulting,88,4,Mumbai,Shortlisted
583,2026-04-02,151,Data Analyst,Bangalore,660145,1034826,847485,Deloitte,Consulting,102,7,Bangalore,Rejected
584,2026-04-02,245,Business Analyst,Mumbai,550988,908123,729555,Cognizant,Analytics,70,3,Bangalore,Hired
585,2026-04-02,214,Business Analyst,Mumbai,503290,1154150,828720,Capgemini,IT,164,4,Bangalore,Shortlisted
586,2026-04-02,293,Data Scientist,Pune,431962,954994,693478,Microsoft,Analytics,147,1,Bangalore,Interview
587,2026-04-02,255,SQL Developer,Bangalore,439263,1014536,726899,Amazon,IT,187,7,Hyderabad,Applied
588,2026-04-02,100,Data Analyst,Pune,568328,1444267,1006297,Deloitte,Consulting,128,7,Mumbai,Hired
589,2026-04-02,69,BI Analyst,Pune,612812,912473,762642,Cognizant,Ecommerce,86,4,Hyderabad,Rejected
590,2026-04-02,111,SQL Developer,Hyderabad,652125,1470264,1061194,Capgemini,IT,122,3,Pune,Interview
591,2026-04-02,66,BI Analyst,Mumbai,643624,1257470,950547,Google,IT,107,3,Delhi,Rejected
592,2026-04-02,155,Data Analyst,Hyderabad,407208,1066347,736777,Deloitte,Ecommerce,67,7,Pune,Rejected
593,2026-04-02,195,Data Scientist,Delhi,599008,1326912,962960,Infosys,Analytics,47,2,Pune,Hired
594,2026-04-02,38,Data Scientist,Pune,463180,1108854,786017,Microsoft,Analytics,31,8,Pune,Interview
595,2026-04-02,178,Data Scientist,Hyderabad,567992,1413136,990564,Deloitte,IT,44,7,Bangalore,Applied
596,2026-04-02,171,Data Scientist,Mumbai,456904,1032245,744574,Accenture,Consulting,59,0,Bangalore,Shortlisted
597,2026-04-02,24,Data Scientist,Hyderabad,593850,1086836,840343,Deloitte,Analytics,83,7,Delhi,Shortlisted
598,2026-04-02,55,Business Analyst,Delhi,729540,1497319,1113429,Amazon,Consulting,84,6,Hyderabad,Rejected
599,2026-04-02,208,SQL Developer,Pune,617661,1136459,877060,Amazon,Finance,176,4,Hyderabad,Hired
600,2026-04-02,175,Data Analyst,Bangalore,664565,1247688,956126,Cognizant,Analytics,86,4,Hyderabad,Applied
601,2026-04-02,143,SQL Developer,Mumbai,445219,1094906,770062,Deloitte,Analytics,112,3,Bangalore,Rejected
602,2026-04-02,211,Data Analyst,Mumbai,468743,1482539,975641,Deloitte,Consulting,8,1,Mumbai,Interview
603,2026-04-02,123,Data Scientist,Delhi,705891,993851,849871,Cognizant,Consulting,109,5,Mumbai,Rejected
604,2026-04-02,135,Business Analyst,Delhi,730233,941038,835635,Accenture,Consulting,122,3,Pune,Rejected
605,2026-04-02,95,SQL Developer,Mumbai,760139,1264642,1012390,Deloitte,Consulting,141,4,Mumbai,Interview
606,2026-04-02,79,Data Analyst,Mumbai,494190,1160005,827097,Microsoft,Analytics,136,7,Bangalore,Applied
607,2026-04-02,166,Data Scientist,Delhi,762217,1193720,977968,Google,Analytics,23,5,Hyderabad,Shortlisted
608,2026-04-02,187,Data Analyst,Pune,762695,1093851,928273,Cognizant,IT,187,7,Hyderabad,Interview
609,2026-04-02,59,BI Analyst,Hyderabad,428263,1307712,867987,Google,Analytics,136,7,Bangalore,Interview
610,2026-04-02,143,SQL Developer,Mumbai,445219,1094906,770062,Deloitte,Analytics,143,3,Mumbai,Hired
611,2026-04-02,263,Data Scientist,Mumbai,706006,1198665,952335,Deloitte,Ecommerce,187,7,Hyderabad,Shortlisted
612,2026-04-02,125,Data Analyst,Delhi,625394,977390,801392,Wipro,Analytics,98,4,Hyderabad,Rejected
613,2026-04-02,222,BI Analyst,Mumbai,449878,1411510,930694,Amazon,IT,29,6,Delhi,Shortlisted
614,2026-04-02,15,SQL Developer,Hyderabad,587670,938760,763215,Google,IT,25,2,Delhi,Rejected
615,2026-04-02,4,BI Analyst,Hyderabad,693010,1187770,940390,Capgemini,Consulting,99,7,Mumbai,Shortlisted
616,2026-04-02,97,SQL Developer,Pune,680632,1366685,1023658,Deloitte,Consulting,114,8,Delhi,Rejected
617,2026-04-02,96,Business Analyst,Bangalore,649930,1334404,992167,Cognizant,Consulting,148,5,Delhi,Applied
618,2026-04-02,23,SQL Developer,Pune,748163,1051639,899901,Cognizant,Finance,38,1,Pune,Shortlisted
619,2026-04-02,202,SQL Developer,Mumbai,736405,1190016,963210,Accenture,Finance,45,7,Pune,Applied
620,2026-04-02,173,Data Scientist,Hyderabad,683325,937330,810327,Accenture,Finance,38,1,Pune,Hired
621,2026-04-02,175,Data Analyst,Bangalore,664565,1247688,956126,Cognizant,Analytics,127,1,Delhi,Interview
622,2026-04-02,300,Business Analyst,Mumbai,533872,1367052,950462,Cognizant,Ecommerce,80,7,Pune,Applied
623,2026-04-02,215,Business Analyst,Hyderabad,789684,1351614,1070649,Amazon,Consulting,153,4,Hyderabad,Shortlisted
624,2026-04-02,77,SQL Developer,Bangalore,650466,906187,778326,Cognizant,Analytics,115,2,Mumbai,Rejected
625,2026-04-02,12,SQL Developer,Hyderabad,690328,1052327,871327,Cognizant,Analytics,81,2,Hyderabad,Shortlisted
626,2026-04-02,172,BI Analyst,Pune,655484,1058850,857167,Accenture,Finance,57,0,Mumbai,Rejected
627,2026-04-02,189,Data Analyst,Bangalore,414896,1345115,880005,Cognizant,Finance,117,1,Bangalore,Shortlisted
628,2026-04-02,161,Business Analyst,Bangalore,481301,1065260,773280,Cognizant,Finance,118,2,Pune,Hired
629,2026-04-02,126,SQL Developer,Bangalore,678895,1417869,1048382,Deloitte,Consulting,104,3,Delhi,Rejected
630,2026-04-02,280,BI Analyst,Delhi,457879,1188801,823340,Capgemini,Consulting,91,7,Delhi,Interview
631,2026-04-02,41,Data Analyst,Hyderabad,573119,1166497,869808,Cognizant,Consulting,194,1,Hyderabad,Applied
632,2026-04-02,14,Business Analyst,Delhi,519939,958940,739439,Microsoft,Analytics,74,0,Mumbai,Hired
633,2026-04-02,76,Business Analyst,Hyderabad,565904,1184223,875063,Amazon,IT,141,4,Mumbai,Applied
634,2026-04-02,58,SQL Developer,Hyderabad,544418,985272,764845,Amazon,Finance,121,5,Delhi,Shortlisted
635,2026-04-02,110,Data Scientist,Delhi,434093,1110748,772420,TCS,Finance,28,1,Pune,Hired
636,2026-04-02,35,SQL Developer,Bangalore,626784,1182547,904665,Capgemini,Consulting,178,5,Bangalore,Shortlisted
637,2026-04-02,238,SQL Developer,Pune,710081,1463324,1086702,Cognizant,Finance,53,1,Mumbai,Shortlisted
638,2026-04-02,63,Business Analyst,Pune,424214,1032999,728606,Infosys,Finance,5,5,Bangalore,Interview
639,2026-04-02,217,BI Analyst,Pune,406022,1493261,949641,Cognizant,Finance,129,8,Delhi,Interview
640,2026-04-02,255,SQL Developer,Bangalore,439263,1014536,726899,Amazon,IT,3,7,Bangalore,Hired
641,2026-04-02,271,Data Analyst,Pune,650122,1256647,953384,Accenture,Finance,93,4,Mumbai,Hired
642,2026-04-02,39,Data Analyst,Bangalore,695002,1023807,859404,Infosys,Consulting,39,8,Mumbai,Interview
643,2026-04-02,54,Data Analyst,Delhi,528273,1462333,995303,Cognizant,IT,178,5,Bangalore,Hired
644,2026-04-02,139,Data Analyst,Mumbai,590555,990852,790703,Deloitte,Analytics,151,3,Hyderabad,Interview
645,2026-04-02,23,SQL Developer,Pune,748163,1051639,899901,Cognizant,Finance,88,4,Mumbai,Rejected
646,2026-04-02,186,Data Analyst,Bangalore,731311,1495227,1113269,Infosys,Ecommerce,69,6,Pune,Interview
647,2026-04-02,283,Business Analyst,Delhi,749895,1050191,900043,Infosys,Consulting,153,4,Hyderabad,Hired
648,2026-04-02,265,Business Analyst,Hyderabad,620687,1114614,867650,Cognizant,Ecommerce,99,7,Mumbai,Applied
649,2026-04-02,210,Business Analyst,Bangalore,529260,1383298,956279,Deloitte,Analytics,133,2,Bangalore,Hired
650,2026-04-02,289,Data Analyst,Bangalore,759341,1211586,985463,Accenture,Analytics,161,5,Pune,Rejected
651,2026-04-02,248,SQL Developer,Delhi,650416,1396489,1023452,Cognizant,Ecommerce,28,1,Pune,Hired
652,2026-04-02,60,Data Analyst,Mumbai,694794,1072947,883870,Deloitte,Consulting,199,5,Mumbai,Applied
653,2026-04-02,230,Data Scientist,Hyderabad,468967,1240791,854879,Deloitte,Consulting,145,4,Bangalore,Interview
654,2026-04-02,92,SQL Developer,Hyderabad,770984,1196954,983969,Wipro,Ecommerce,186,6,Pune,Interview
655,2026-04-02,287,Business Analyst,Delhi,560709,1072158,816433,Amazon,Consulting,19,5,Pune,Interview
656,2026-04-02,104,BI Analyst,Bangalore,696734,1009456,853095,Cognizant,Finance,127,1,Delhi,Applied
657,2026-04-02,184,Data Scientist,Bangalore,559138,1213788,886463,Infosys,Ecommerce,109,5,Mumbai,Applied
658,2026-04-02,100,Data Analyst,Pune,568328,1444267,1006297,Deloitte,Consulting,49,3,Bangalore,Shortlisted
659,2026-04-02,120,Business Analyst,Delhi,751724,1310504,1031114,Microsoft,Analytics,91,7,Delhi,Hired
660,2026-04-02,90,BI Analyst,Bangalore,508776,1272808,890792,Amazon,IT,194,1,Hyderabad,Applied
661,2026-04-02,168,SQL Developer,Pune,694811,1208931,951871,Cognizant,Consulting,107,3,Delhi,Interview
662,2026-04-02,138,BI Analyst,Hyderabad,617034,1373545,995289,Cognizant,Consulting,74,0,Mumbai,Rejected
663,2026-04-02,222,BI Analyst,Mumbai,449878,1411510,930694,Amazon,IT,98,4,Hyderabad,Shortlisted
664,2026-04-02,74,Business Analyst,Pune,451252,900816,676034,Microsoft,Consulting,120,8,Delhi,Shortlisted
665,2026-04-02,174,SQL Developer,Pune,749341,1034603,891972,Cognizant,Analytics,33,7,Pune,Shortlisted
666,2026-04-02,91,SQL Developer,Mumbai,523968,1046928,785448,Amazon,IT,115,2,Mumbai,Shortlisted
667,2026-04-02,184,Data Scientist,Bangalore,559138,1213788,886463,Infosys,Ecommerce,74,0,Mumbai,Rejected
668,2026-04-02,85,Data Scientist,Pune,582960,965336,774148,Cognizant,Consulting,39,8,Mumbai,Hired
669,2026-04-02,100,Data Analyst,Pune,568328,1444267,1006297,Deloitte,Consulting,142,0,Pune,Hired
670,2026-04-02,73,SQL Developer,Pune,719231,1276180,997705,Deloitte,Analytics,99,7,Mumbai,Hired
671,2026-04-02,160,Data Scientist,Pune,552203,1158720,855461,Wipro,Ecommerce,186,6,Pune,Rejected
672,2026-04-02,68,Business Analyst,Hyderabad,565325,985185,775255,Cognizant,Analytics,116,8,Delhi,Rejected
673,2026-04-02,278,Data Analyst,Bangalore,471157,985233,728195,Amazon,Consulting,106,3,Bangalore,Rejected
674,2026-04-02,56,SQL Developer,Mumbai,600824,934258,767541,Google,IT,31,8,Pune,Shortlisted
675,2026-04-02,243,Data Analyst,Bangalore,412064,1124415,768239,Capgemini,Consulting,15,1,Mumbai,Rejected
676,2026-04-02,114,SQL Developer,Mumbai,543618,1141694,842656,Deloitte,Consulting,114,8,Delhi,Applied
677,2026-04-02,121,BI Analyst,Mumbai,414579,999583,707081,Google,IT,7,7,Mumbai,Hired
678,2026-04-02,44,Data Analyst,Delhi,461275,986440,723857,Deloitte,Consulting,91,7,Delhi,Interview
679,2026-04-02,10,SQL Developer,Mumbai,579352,983944,781648,Amazon,Consulting,50,8,Hyderabad,Hired
680,2026-04-02,39,Data Analyst,Bangalore,695002,1023807,859404,Infosys,Consulting,67,7,Pune,Hired
681,2026-04-02,47,SQL Developer,Pune,565994,1334515,950254,Deloitte,Consulting,81,2,Hyderabad,Shortlisted
682,2026-04-02,123,Data Scientist,Delhi,705891,993851,849871,Cognizant,Consulting,68,8,Hyderabad,Rejected
683,2026-04-02,130,Data Analyst,Mumbai,529342,1315676,922509,Microsoft,Analytics,177,1,Hyderabad,Shortlisted
684,2026-04-02,141,BI Analyst,Bangalore,411567,1438489,925028,Capgemini,Consulting,191,3,Pune,Rejected
685,2026-04-02,225,BI Analyst,Delhi,610104,1294512,952308,Cognizant,Analytics,164,4,Bangalore,Hired
686,2026-04-02,219,Data Scientist,Mumbai,615231,1352793,984012,Deloitte,Analytics,191,3,Pune,Applied
687,2026-04-02,3,BI Analyst,Delhi,501993,1083999,792996,Amazon,Consulting,15,1,Mumbai,Rejected
688,2026-04-02,164,Data Scientist,Mumbai,446237,1117791,782014,Infosys,Consulting,102,7,Bangalore,Applied
689,2026-04-02,110,Data Scientist,Delhi,434093,1110748,772420,TCS,Finance,134,1,Delhi,Interview
690,2026-04-02,140,BI Analyst,Mumbai,611352,1302450,956901,Cognizant,Consulting,171,8,Hyderabad,Interview
691,2026-04-02,170,SQL Developer,Pune,715977,1134134,925055,Amazon,Consulting,41,5,Delhi,Applied
692,2026-04-02,110,Data Scientist,Delhi,434093,1110748,772420,TCS,Finance,65,1,Delhi,Rejected
693,2026-04-02,285,SQL Developer,Bangalore,500423,1379328,939875,Google,Analytics,62,8,Hyderabad,Interview
694,2026-04-02,289,Data Analyst,Bangalore,759341,1211586,985463,Accenture,Analytics,178,5,Bangalore,Rejected
695,2026-04-02,246,Data Scientist,Delhi,748373,917218,832795,Google,Analytics,155,3,Delhi,Rejected
696,2026-04-02,238,SQL Developer,Pune,710081,1463324,1086702,Cognizant,Finance,69,6,Pune,Interview
697,2026-04-02,9,SQL Developer,Hyderabad,481959,1136092,809025,Capgemini,Consulting,170,5,Pune,Hired
698,2026-04-02,205,Business Analyst,Mumbai,763104,1033518,898311,Cognizant,IT,146,8,Mumbai,Applied
699,2026-04-02,295,Business Analyst,Pune,672175,1417046,1044610,Amazon,Consulting,67,7,Pune,Interview
700,2026-04-02,237,Data Analyst,Delhi,430228,1093051,761639,Google,IT,133,2,Bangalore,Applied
701,2026-04-02,46,Business Analyst,Bangalore,560943,1242358,901650,Infosys,Analytics,121,5,Delhi,Interview
702,2026-04-02,199,Data Scientist,Pune,450891,1192563,821727,Deloitte,Analytics,141,4,Mumbai,Interview
703,2026-04-02,75,Business Analyst,Pune,672388,1053861,863124,Microsoft,Analytics,115,2,Mumbai,Applied
704,2026-04-02,242,Business Analyst,Mumbai,449722,1007381,728551,Deloitte,Consulting,28,1,Pune,Shortlisted
705,2026-04-02,265,Business Analyst,Hyderabad,620687,1114614,867650,Cognizant,Ecommerce,95,7,Mumbai,Interview
706,2026-04-02,104,BI Analyst,Bangalore,696734,1009456,853095,Cognizant,Finance,172,5,Pune,Shortlisted
707,2026-04-02,70,Data Scientist,Mumbai,756268,1068438,912353,Accenture,Finance,174,1,Pune,Hired
708,2026-04-02,257,Data Scientist,Mumbai,633847,1215753,924800,Capgemini,IT,138,0,Hyderabad,Applied
709,2026-04-02,11,Data Analyst,Pune,412781,1336091,874436,Cognizant,Analytics,199,5,Mumbai,Interview
710,2026-04-02,212,BI Analyst,Pune,760054,1314410,1037232,Capgemini,Consulting,37,6,Hyderabad,Rejected
711,2026-04-02,60,Data Analyst,Mumbai,694794,1072947,883870,Deloitte,Consulting,124,7,Bangalore,Interview
712,2026-04-02,300,Business Analyst,Mumbai,533872,1367052,950462,Cognizant,Ecommerce,52,3,Delhi,Applied
713,2026-04-02,119,Data Analyst,Bangalore,598473,1422851,1010662,Microsoft,Consulting,106,3,Bangalore,Interview
714,2026-04-02,139,Data Analyst,Mumbai,590555,990852,790703,Deloitte,Analytics,75,7,Hyderabad,Applied
715,2026-04-02,60,Data Analyst,Mumbai,694794,1072947,883870,Deloitte,Consulting,197,0,Hyderabad,Interview
716,2026-04-02,198,Data Scientist,Mumbai,523519,1008650,766084,Capgemini,Consulting,66,8,Hyderabad,Interview
717,2026-04-02,31,Business Analyst,Pune,499604,1295419,897511,Cognizant,Finance,95,7,Mumbai,Shortlisted
718,2026-04-02,42,BI Analyst,Bangalore,621639,952851,787245,Microsoft,Analytics,103,5,Mumbai,Applied
719,2026-04-02,55,Business Analyst,Delhi,729540,1497319,1113429,Amazon,Consulting,32,3,Bangalore,Rejected
720,2026-04-02,130,Data Analyst,Mumbai,529342,1315676,922509,Microsoft,Analytics,199,5,Mumbai,Hired
721,2026-04-02,35,SQL Developer,Bangalore,626784,1182547,904665,Capgemini,Consulting,21,6,Hyderabad,Interview
722,2026-04-02,237,Data Analyst,Delhi,430228,1093051,761639,Google,IT,127,1,Delhi,Hired
723,2026-04-02,137,Business Analyst,Pune,483646,965470,724558,Amazon,Consulting,150,7,Delhi,Hired
724,2026-04-02,151,Data Analyst,Bangalore,660145,1034826,847485,Deloitte,Consulting,27,3,Hyderabad,Rejected
725,2026-04-02,89,SQL Developer,Pune,691379,1112124,901751,Amazon,Consulting,172,5,Pune,Applied
726,2026-04-02,81,Data Analyst,Hyderabad,616834,1410691,1013762,Microsoft,Analytics,118,2,Pune,Rejected
727,2026-04-02,200,Business Analyst,Pune,550826,1417057,983941,Accenture,Consulting,34,0,Pune,Shortlisted
728,2026-04-02,82,Business Analyst,Bangalore,465323,997936,731629,Deloitte,Analytics,151,3,Hyderabad,Rejected
729,2026-04-02,34,Data Analyst,Hyderabad,408629,1301301,854965,Google,Analytics,33,7,Pune,Hired
730,2026-04-02,241,BI Analyst,Mumbai,572655,1229597,901126,Accenture,Analytics,73,2,Bangalore,Hired
731,2026-04-02,219,Data Scientist,Mumbai,615231,1352793,984012,Deloitte,Analytics,167,8,Pune,Interview
732,2026-04-02,83,Data Analyst,Pune,518528,1508438,1013483,Amazon,IT,35,1,Bangalore,Rejected
733,2026-04-02,136,Business Analyst,Pune,769479,1408027,1088753,Capgemini,Consulting,123,5,Pune,Hired
734,2026-04-02,24,Data Scientist,Hyderabad,593850,1086836,840343,Deloitte,Analytics,133,2,Bangalore,Rejected
735,2026-04-02,24,Data Scientist,Hyderabad,593850,1086836,840343,Deloitte,Analytics,132,2,Hyderabad,Hired
736,2026-04-02,230,Data Scientist,Hyderabad,468967,1240791,854879,Deloitte,Consulting,32,3,Bangalore,Interview
737,2026-04-02,44,Data Analyst,Delhi,461275,986440,723857,Deloitte,Consulting,17,2,Mumbai,Interview
738,2026-04-02,253,BI Analyst,Mumbai,713140,956912,835026,Amazon,Consulting,87,3,Bangalore,Hired
739,2026-04-02,12,SQL Developer,Hyderabad,690328,1052327,871327,Cognizant,Analytics,170,5,Pune,Shortlisted
740,2026-04-02,294,Business Analyst,Delhi,444370,1155528,799949,Google,Ecommerce,80,7,Pune,Rejected
741,2026-04-02,217,BI Analyst,Pune,406022,1493261,949641,Cognizant,Finance,140,3,Pune,Interview
742,2026-04-02,189,Data Analyst,Bangalore,414896,1345115,880005,Cognizant,Finance,2,1,Pune,Shortlisted
743,2026-04-02,294,Business Analyst,Delhi,444370,1155528,799949,Google,Ecommerce,178,5,Bangalore,Rejected
744,2026-04-02,3,BI Analyst,Delhi,501993,1083999,792996,Amazon,Consulting,173,5,Bangalore,Applied
745,2026-04-02,142,Data Scientist,Mumbai,790213,1331157,1060685,Cognizant,Ecommerce,102,7,Bangalore,Rejected
746,2026-04-02,57,SQL Developer,Bangalore,743009,1343067,1043038,Deloitte,Consulting,15,1,Mumbai,Interview
747,2026-04-02,259,Data Scientist,Mumbai,627474,1488672,1058073,Infosys,Analytics,42,3,Delhi,Applied
